INSTANCE_ID,ebglucose_solved,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre_featuretime,vars_clauses_ratio,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_CLAUSE_coeff_variation,POSNEG_RATIO_CLAUSE_min,POSNEG_RATIO_CLAUSE_max,POSNEG_RATIO_CLAUSE_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_min,VCG_CLAUSE_max,VCG_CLAUSE_entropy,UNARY,BINARYp,TRINARYp,Basic_featuretime,VCG_VAR_mean,VCG_VAR_coeff_variation,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,POSNEG_RATIO_VAR_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_min,POSNEG_RATIO_VAR_max,POSNEG_RATIO_VAR_entropy,HORNY_VAR_mean,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,VG_max,KLB_featuretime,CG_mean,CG_coeff_variation,CG_min,CG_max,CG_entropy,cluster_coeff_mean,cluster_coeff_coeff_variation,cluster_coeff_min,cluster_coeff_max,cluster_coeff_entropy,CG_featuretime,DIAMETER_mean,DIAMETER_coeff_variation,DIAMETER_min,DIAMETER_max,DIAMETER_entropy,DIAMETER_featuretime,cl_num_mean,cl_num_coeff_variation,cl_num_min,cl_num_max,cl_num_q90,cl_num_q10,cl_num_q75,cl_num_q25,cl_num_q50,cl_size_mean,cl_size_coeff_variation,cl_size_min,cl_size_max,cl_size_q90,cl_size_q10,cl_size_q75,cl_size_q25,cl_size_q50,cl_featuretime,SP_bias_mean,SP_bias_coeff_variation,SP_bias_min,SP_bias_max,SP_bias_q90,SP_bias_q10,SP_bias_q75,SP_bias_q25,SP_bias_q50,SP_unconstraint_mean,SP_unconstraint_coeff_variation,SP_unconstraint_min,SP_unconstraint_max,SP_unconstraint_q90,SP_unconstraint_q10,SP_unconstraint_q75,SP_unconstraint_q25,SP_unconstraint_q50,sp_featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q10,saps_FirstLocalMinStep_Q90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls_saps_featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q10,gsat_FirstLocalMinStep_Q90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls_gsat_featuretime,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars,lobjois_featuretime
697,2,65032,253115,27724,168347,1.345693262,0.503531396,1.15,0.164683659,0.345439364,1.052767636,0,1,1.81303212,0.000122522,0.729422635,7.21E-05,0.000973885,1.557151346,0,0.497407141,0.726737037,0.02,0.000122522,0.965240121,2.38E-05,0.00104546,3.15112902,0.152784914,0.154644658,0,1,2.923925365,6.00E-05,1.024428061,0,0.00055243,2.929454055,0.640522255,0.00014921,0.852211875,2.38E-05,0.000974178,1.89,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,36.75675676,0.172692398,26,48,3.091484303,2.01,607.5833333,0.299378125,331,907,904,363,833,509,613,14.55851714,0.201579343,11.33931485,23.081571,15.89734513,11.63146998,15.60707269,12.57331863,14.49557522,1.99,0.500960496,0.593728212,3.23E-05,1,0.926128988,0.091056541,0.73194504,0.222465311,0.500748249,0.054946554,1.133994747,0,0.387133838,0.135726428,0.000320901,0.080956684,0.005350518,0.031521664,2.54,2639.33,1.29597,5665.67,0.866038,8472,0,8472,2.13115,0.878023,1.06303,0.211175,2.18,1546.69,0.19259,7905.31,0.300559,8555,8437,8602,0.542865,1.31568,0.972692,0.0405,2.34,0.043519011,0.119830986,2
698,1,683996,2623082,209283,1017418,2.26828266,1.578175342,39.23,0.205700115,0.400845905,1.067320931,0,1,1.333459441,1.65E-05,1.192023477,9.56E-06,0.000310584,1.286788185,0,0.533605657,0.781389753,0.17,1.65E-05,13.11753808,6.88E-06,0.015777193,1.527420939,0.318527573,0.15858784,0,0.998877945,1.961943434,1.25E-05,17.23195011,2.95E-06,0.015757535,1.841797729,0.882952729,3.16E-05,4.291874037,4.91E-06,0.011035779,106.04,-1,0,-1,0,-512,-1,0,-1,0,0,32.54,8.4,0.078967257,8,10,0.801818553,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.860029138,0.20797762,0,0.999708876,0.977916005,0.770638692,0.96989438,0.819575472,0.881614772,0.118247403,0.900943657,0.000157347,0.5,0.314383562,0.015383852,0.151977429,0.019381022,0.090800657,4.4,105655,0,0,0,0,0,0,12.8784,0,2.66478,0,2.97,46812,0,0,0,0,0,0,2.88378,0,1.37418,0,2.92,0.397204583,0.671805235,2.08
699,1,784,108080,784,108080,0,0,0.21,0.007253886,0.594559585,0.548033431,0,1,0.675688576,0.003342432,0.288684833,0.00255102,0.035714286,0.6740271,0,0.392487047,0.999481865,0.02,0.003342432,0.004520757,0.003284604,0.003349371,0.684921681,0.525066412,0.001684131,0.519553073,0.529411765,0.017780575,0.003323927,0.004545924,0.003266099,0.003330866,0.684921681,0.999481865,0.001866673,0.075119924,0.00146188,0.001915248,0.01,-1,0,-1,0,-512,-1,0,-1,0,0,20.53,3,0,3,3,0,2.01,1485.25,0.365115583,1010,2355,2355,1010,2355,1047,1529,42.56836649,0.118648963,34.92072588,48.94257426,48.94257426,34.92072588,48.94257426,42.17789405,44.23227176,2,0.691924035,0.002383536,0.686080157,0.6960322,0.6960218,0.691777321,0.691778766,0.691777483,0.691777744,0,0,0,0,0,0,0,0,0,0.53,33.9851,5.1636,373.015,0.0953516,375,358,395,44.7131,0.083734,1.00044,0.0105221,2.08,22.1348,0.676999,372.803,0.0829269,376,359,390,45.6508,0.100049,0.999715,0.000986606,2.1,0.802723779,0.940953804,2
700,2,178837,530386,30891,231254,4.789291379,1.293521409,2.57,0.133580392,0.378996678,0.686913541,0,1,1.764485102,0.000125357,0.364330815,6.47E-05,0.001391991,1.604630634,0,0.122043294,0.453285132,0.03,0.000125357,1.925115922,3.03E-05,0.013872192,2.884697216,0.166820404,0.148619863,0,0.967213115,2.777731558,4.25E-05,2.303214818,0,0.00700096,2.456666931,0.437722158,0.000102728,1.697828232,2.16E-05,0.008047428,2.33,-1,0,-1,0,-512,-1,0,-1,0,0,20.05,7.484210526,0.066773994,7,8,0.692648483,2.02,234.2758621,0.617117321,23,743,514,116,255,159,197,13.29138585,0.346484044,8.388429752,31.0282638,17.4702381,9.057471264,14.60629921,10.53311258,12.08695652,2,0.58903282,0.385818557,0,0.999996212,0.837820563,0.216040958,0.746668722,0.482246057,0.647049752,0.079619306,0.757269231,0,0.452254109,0.145821822,0.000546611,0.118038877,0.028043447,0.078345297,2.69,993,0.437224,8403.5,0.00530109,8403.5,8372,8372,1.01485,0.419646,0.894612,0.0205909,2.27,1547,0.719537,7479.12,0.404491,8460.5,0,8745,0.520484,1.49317,0.947246,0.126066,2.35,0.028189006,0.116224664,2
701,2,78503,311630,22098,147036,2.552493438,1.119412933,1.27,0.150289725,0.330705011,1.062975794,0,1,1.862971798,0.000154556,0.681760085,9.05E-05,0.00122183,1.603332197,0,0.49903425,0.696380478,0.02,0.000154556,1.340424584,4.76E-05,0.002523192,3.537847584,0.187365723,0.154145791,0,0.80952381,3.463593861,7.12E-05,1.298461528,0,0.001088169,2.889361122,0.614373351,0.000174565,1.110355839,2.04E-05,0.002400773,1.21,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,15.12408759,0.086207774,13,18,1.614846494,2.02,1264.666667,0.171901421,1054,1714,1714,1054,1287,1099,1266,27.11537619,0.395362569,12.78010878,41.55136986,41.55136986,12.78010878,38.29117379,17.39906651,31.58609795,2,0.552767831,0.531488182,8.90E-08,0.999931323,0.895072923,0.102884413,0.812280818,0.291738767,0.619873492,0.039359675,1.401780984,0,0.496853402,0.097272251,0.000242563,0.048329003,0.005753215,0.022809064,2.44,4133.75,1.73385,5275,0.666692,7012.5,0,7022,3.04963,1.32951,1.3745,0.650066,2.16,1081.17,0.0398233,6975.67,0.0129614,6996.5,6865,7040,0.456722,0.297862,0.947275,0.00231635,2.31,0.046725093,0.201808646,2
702,2,9426,59991,9363,59810,0.006728613,0.00302625,0.15,0.156545728,0.496368978,0.732685465,0,1,1.27005613,0.000361871,0.354833186,0.000213607,0.003738118,1.059702418,0,0.230295937,0.692827286,0.01,0.000361871,4.428858983,0.000167196,0.062598228,2.143427469,0.152012961,0.071998398,0,0.666666667,2.216766293,8.90E-05,4.139735708,1.67E-05,0.016050828,1.546662631,0.252232068,0.000197882,2.830123382,0.000100318,0.023591373,0.22,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,10.08618785,0.081882073,8,12,1.216904903,2.01,375.9473684,0.205233603,238,556,486,247,424,316,374,12.11646601,0.292950937,4.720647773,18.75720165,17.23326134,7.528497409,15.29411765,9.463855422,12.28301887,2,0.597961617,0.296372559,0,0.96351031,0.781331432,0.352051612,0.732648309,0.501293752,0.645273266,0.043802895,0.632998341,0,0.303068567,0.081935344,0.014171148,0.05430919,0.02769259,0.039332796,0.75,432.467,2.9136,2486.67,0.277258,2664,2588,2704,0.971401,1.33826,0.994892,0.566795,2.08,500.28,0.416698,2565.72,0.208827,2670,2608,2716,0.441352,1.0349,0.905713,0.0763727,2.15,0.110786201,0.508591189,2.01
703,2,71112,208728,18081,121498,2.932968309,0.717954205,1.12,0.148817264,0.375706539,0.547881639,0,1,1.441190114,0.000189989,0.304515715,0.000110613,0.001548587,1.376598699,0,0.161920361,0.582124809,0.02,0.000189989,3.576572224,5.76E-05,0.011489901,2.917103455,0.157710574,0.123880637,0,0.99376947,2.755948971,8.31E-05,4.575795958,1.65E-05,0.009506329,1.735621459,0.485349553,0.000193559,3.063806352,5.76E-05,0.010255313,0.84,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,15.375,0.099806046,10,18,1.646203945,2.01,761,0.207621551,603,919,919,603,919,603,919,65.87106271,0.347473868,42.98258977,88.75953566,88.75953566,42.98258977,88.75953566,42.98258977,88.75953566,1.99,0.339383211,0.465575105,0,0.997679377,0.515549313,0.120166298,0.463913727,0.213225002,0.352265439,0.067626606,0.62287299,0,0.181093382,0.132539899,0.006427717,0.080676694,0.026058858,0.074365263,1.31,1201.5,0.953546,3797.75,0.66671,5043.5,0,5048,1.24841,0.668509,0.989077,0.197459,2.12,1260.7,0.243584,4541.9,0.351775,5027,0,5131,0.576854,1.05799,0.956245,0.0840213,2.21,0.12462246,0.791114886,2
704,2,180270,541172,47519,314597,2.793640439,0.720207122,3.61,0.151047213,0.377190879,0.568443515,0,1,1.49227178,7.27E-05,0.308647733,4.21E-05,0.000420884,1.420565367,0,0.168103955,0.586969997,0.06,7.27E-05,7.214328791,2.23E-05,0.021783425,3.038148068,0.168284532,0.125941162,0,0.997995992,3.067905644,3.21E-05,9.590208286,6.36E-06,0.016074533,1.844599922,0.484187707,7.60E-05,6.316977584,2.23E-05,0.017714727,5.53,-1,0,-1,0,-512,-1,0,-1,0,0,20.19,8.71641791,0.129685591,6,11,1.482030899,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.383142394,0.506276558,0,0.999253266,0.624067837,0.104642729,0.535929285,0.226473675,0.400761907,0.075168199,0.610767768,0,0.187005409,0.135807386,0.006633218,0.118226806,0.041776126,0.072017396,2.86,11223,0,0,0,0,0,0,2.84675,0,1.49041,0,2.31,13260.5,1.13127,7192.5,1.41421,7192.5,0,0,7.21932,1.34345,1.76756,0.666841,2.31,0.186871825,0.605468804,2.06
705,2,148153,937242,11635,661069,11.73339063,0.417767283,10.63,0.017600281,0.166012328,1.912895299,0,1,1.220206491,0.000436396,3.145277378,0.000171895,0.035840138,1.284814713,0,0.768118003,0.805820572,0.11,0.000436396,2.276134528,1.06E-05,0.006188461,5.715603947,0.39108961,0.336765229,0,0.985037406,4.20367692,0.000303452,2.970725367,4.54E-06,0.006043242,4.505474845,0.852118311,0.000325222,1.954650361,1.21E-05,0.004126649,1.15,-1,0,-1,0,-512,-1,0,-1,0,0,20.15,13,0,13,13,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.675984543,0.483847716,0,1,0.989238765,0.156380077,0.961269077,0.390498767,0.834727345,0.160300348,1.054527452,0,0.5,0.430933575,0,0.31023651,0.000737581,0.088814253,14.08,1023.8,1.51878,3250.2,0.559221,4021,0,4107,27.7976,1.10233,1.00077,0.0161218,2.76,790.571,0.220134,3500,0.441065,4058,0,4116,12.0112,0.631899,0.998751,0.00498549,2.79,0.53167168,0.743498727,2.02
706,1,114548,399368,15536,194132,6.373069001,1.057198195,2.99,0.080028022,0.323203275,0.963848535,0,1,1.929586323,0.000267844,0.917558173,0.000128733,0.002767765,1.888370514,0,0.429115241,0.603645973,0.04,0.000267844,2.958141111,3.61E-05,0.009508994,4.087737773,0.234051795,0.231172347,0,0.921568627,3.820582962,0.000176254,4.064265244,1.55E-05,0.009189624,3.314187862,0.668127872,0.000306683,1.766749536,4.12E-05,0.007206437,0.67,-1,0,-1,0,-512,-1,0,-1,0,0,20.12,15.95890411,0.064303247,14,18,1.389151136,2.01,1760,0,1760,1760,1760,1760,1760,1760,1760,23.60738636,0,23.60738636,23.60738636,23.60738636,23.60738636,23.60738636,23.60738636,23.60738636,2,0.669505661,0.438251109,9.12E-06,0.999815241,0.961818876,0.17622551,0.908701134,0.444541875,0.786221105,0.029086877,1.364692078,0,0.324313531,0.089202003,4.00E-09,0.044709562,1.89E-05,0.010259907,2.81,1925.25,1.31442,3679.25,0.666668,4904,0,4908,5.51798,1.03263,1.04082,0.148725,2.2,1116.4,0.296054,3937,0.559154,4947,0,4949,2.62619,0.645455,0.993225,0.0394178,2.23,0.293145924,0.69611291,2
707,1,209144,627818,55259,365792,2.784795237,0.716325125,4.27,0.151066726,0.376595666,0.563838958,0,1,1.492039484,6.27E-05,0.309951697,3.62E-05,0.000343835,1.427399743,0,0.167844021,0.584367619,0.06,6.27E-05,7.2867205,1.91E-05,0.018734691,3.03868523,0.169099373,0.126594517,0,0.997995992,3.073150412,2.77E-05,9.687406646,5.47E-06,0.013838466,1.836279895,0.48534413,6.54E-05,6.385415971,1.91E-05,0.015235434,7.5,-1,0,-1,0,-512,-1,0,-1,0,0,20.15,9,0.126399213,7,11,1.502137627,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.382786067,0.50871372,0,0.999253266,0.624901495,0.102923192,0.536388033,0.224728535,0.400561395,0.074844972,0.609711226,0,0.18700217,0.13561226,0.007014717,0.11758232,0.041856994,0.070782295,3.23,14373,0,0,0,0,0,0,3.45899,0,1.51022,0,2.33,6854.5,0.782877,8448,1.41421,8448,0,0,1.54953,1.03095,1.14072,0.250605,2.35,0.16412189,0.754235501,2.02
708,2,455627,1367522,120512,791939,2.780760422,0.726802191,13.82,0.152173337,0.375365161,0.554023548,0,1,1.477313303,2.87E-05,0.30837887,1.66E-05,0.000157661,1.421464507,0,0.164295482,0.586002205,0.13,2.87E-05,10.24532152,8.84E-06,0.016242413,2.982552507,0.164176326,0.122016656,0,0.998872286,3.019665969,1.28E-05,13.65035994,2.53E-06,0.012114569,1.800384516,0.488194166,3.00E-05,8.912850202,8.84E-06,0.012882305,35.45,-1,0,-1,0,-512,-1,0,-1,0,0,20.37,10.15789474,0.091813705,9,12,1.238169641,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.378542503,0.526018061,0,0.99957986,0.6287758,0.101187618,0.534886263,0.207952172,0.404563375,0.074742852,0.607176162,0,0.180734599,0.132481435,0.008733723,0.118206272,0.039837819,0.07295681,4.7,55824,0,0,0,0,0,0,6.99823,0,2.76362,0,2.85,37092,0,0,0,0,0,0,4.1136,0,1.70988,0,2.84,0.206806376,0.49794774,2
709,1,135786,453174,7174,169803,17.92751603,1.668822106,9.59,0.042248959,0.376105265,0.931936246,0,1,2.129031988,0.000948849,1.220696864,0.000278784,0.008502927,2.207732116,0,0.380953222,0.639411553,0.03,0.000948849,1.820814831,4.12E-05,0.009440351,5.173198125,0.37655568,0.288642083,0,0.90625,4.102240946,0.000740763,2.194138152,1.77E-05,0.008780764,4.443537912,0.66027102,0.000655631,0.827458271,4.12E-05,0.004346213,0.26,-1,0,-1,0,-512,-1,0,-1,0,0,20.07,30.20930233,0.031165947,28,32,1.323658068,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.623579685,0.470713679,8.11E-05,0.999874646,0.982586323,0.20671445,0.903548924,0.374476405,0.667039447,0.0390963,1.87990276,0,0.28765275,0.162453795,5.10E-08,0.033585844,5.98E-06,0.00062961,3.24,73.2,0.668327,2291.53,0.0119656,2296,2255,2323,2.90839,0.273701,0.970723,0.00311695,2.3,355.897,0.230987,2204.45,0.193319,2276,2224,2340,2.25879,0.740877,0.983974,0.00986876,2.39,0.398271536,0.865483361,2.03
710,2,136756,905980,11109,651449,11.31037897,0.39071516,11.91,0.017052755,0.158061454,1.976760755,0,1,1.171839211,0.00045136,3.231675737,0.000180034,0.037537132,1.236749669,0,0.77990756,0.815532759,0.12,0.00045136,2.268178431,1.07E-05,0.006233796,5.708272617,0.392096353,0.337440578,0,0.985037406,4.217604924,0.000315817,2.95251841,4.61E-06,0.006055731,4.52458861,0.859068016,0.000339191,1.96147268,9.21E-06,0.004227499,1.14,-1,0,-1,0,-512,-1,0,-1,0,0,20.83,10.67857143,0.079356592,10,12,0.973990933,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.681370382,0.480652179,0,0.999972572,0.989735172,0.146621278,0.963952817,0.39988146,0.838193239,0.156733219,1.058341035,0,0.5,0.422049232,0,0.286580303,0.000649549,0.089631057,14.08,485.25,0.833893,2940.5,0.666677,3915.5,0,3925,18.9927,0.501061,0.997712,0.00725239,2.77,742.5,0.236155,3413,0.404146,3889.5,0,3933,11.4379,0.708048,0.998516,0.00459809,2.78,0.506612343,0.754836298,2.06
711,1,509512,1529045,134938,885495,2.775897079,0.726768644,13.48,0.152387083,0.374475449,0.552037896,0,1,1.474617265,2.57E-05,0.308833705,1.48E-05,0.000148216,1.423079387,0,0.164610754,0.585761636,0.17,2.57E-05,10.31653301,7.91E-06,0.014368235,2.976026002,0.162557202,0.120911864,0,0.998863313,3.000963438,1.15E-05,13.74775928,2.26E-06,0.010910282,1.793232251,0.489348895,2.68E-05,8.952208486,6.78E-06,0.011662404,45.49,-1,0,-1,0,-512,-1,0,-1,0,0,20.39,11.46666667,0.070250267,10,13,1.17105987,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.396193494,0.59203617,0,0.999594264,0.677973511,0.062413009,0.599671751,0.165224176,0.449481542,0.090203635,0.561208897,0,0.315136852,0.155580759,0.019301078,0.130404407,0.050655222,0.088860549,4.19,69233,0,0,0,0,0,0,12.0614,0,3.06106,0,2.84,39298,0,0,0,0,0,0,4.13124,0,1.60515,0,2.84,0.145301299,0.448945664,2.09
712,1,75826,222560,19266,129595,2.935741721,0.717350206,1.24,0.148663143,0.376045254,0.546159542,0,1,1.444105779,0.000178681,0.30492795,0.00010381,0.001453337,1.382390889,0,0.161896678,0.578764613,0.02,0.000178681,3.613178132,5.40E-05,0.010772021,2.911469004,0.158366663,0.123904916,0,0.99376947,2.754814973,7.81E-05,4.631249029,1.54E-05,0.008912381,1.718221815,0.485898376,0.000182142,3.091622104,5.40E-05,0.009622285,0.94,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,16.13186813,0.108817128,11,19,1.725720276,2.02,951,0,951,951,951,951,951,951,951,37.26182965,0,37.26182965,37.26182965,37.26182965,37.26182965,37.26182965,37.26182965,37.26182965,2,0.33837594,0.465368075,0,0.997679377,0.513147136,0.120468843,0.4587668,0.210743089,0.350308514,0.067614789,0.622296884,0,0.181095654,0.132530052,0.006431408,0.080712765,0.02646883,0.074367078,1.4,3837.25,1.63014,4056.25,0.666786,5374.5,0,5397,24.9741,1.93295,3.53119,1.49358,2.15,1520.62,0.465019,4749.88,0.404164,5420,0,5466,0.729758,1.193,0.974454,0.11902,2.19,0.117985581,0.578379703,2
713,0,340179,1187589,40759,571173,7.346107608,1.079210677,11.74,0.071360166,0.333935612,0.932831625,0,1,1.985719778,0.000109289,1.011627138,4.91E-05,0.001398464,1.973804888,0,0.40744573,0.585864528,0.11,0.000109289,4.137278619,1.23E-05,0.008263696,4.151271041,0.25269637,0.251413588,0,0.948717949,3.810710819,7.19E-05,5.694070536,5.25E-06,0.008090368,3.20100454,0.654726326,0.00012245,2.332939233,1.40E-05,0.005479951,4.33,-1,0,-1,0,-512,-1,0,-1,0,0,20.24,19.25,0.022494166,19,20,0.562335145,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.652570774,0.455549381,9.99E-07,0.999992174,0.951287827,0.16075555,0.887696451,0.399167022,0.781542081,0.040296644,1.12354361,0,0.364586105,0.10943833,0,0.073056232,3.19E-05,0.022739554,5,5007,0,0,0,0,0,0,6.23736,0,1.06514,0,2.63,3546,0.414772,6543.5,1.41421,6543.5,0,0,3.79034,0.713218,1.02048,0.0589843,2.62,0.304510797,0.598538484,2.03
714,2,27724,95880,4272,46272,5.489700375,1.072095436,0.53,0.092323651,0.312900682,1.015437724,0,1,1.86836743,0.000909467,0.837680719,0.000468165,0.007256554,1.786533352,0,0.464449343,0.633450035,0.01,0.000909467,2.066850418,0.000151279,0.017094571,3.976944034,0.219399671,0.214868291,0,0.882352941,3.768028128,0.000603651,2.838765298,6.48E-05,0.016662344,3.385785307,0.686808437,0.001072291,1.311968655,0.000194502,0.012512967,0.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.14,10.46941489,0.151156916,8,13,1.772083233,2.01,3524,0.00737798,3498,3550,3550,3498,3550,3498,3550,31.93474774,0.059076049,30.04816901,33.82132647,33.82132647,30.04816901,33.82132647,30.04816901,33.82132647,2,0.638654563,0.453463359,0.00020568,0.999178025,0.945705424,0.159467703,0.875485749,0.417551476,0.736957775,0.027951526,1.375729992,0,0.273092987,0.088576786,1.11E-07,0.045387942,3.98E-05,0.008463337,1.07,196.574,0.189964,1307.17,0.1501,1339,1298,1359,2.76448,0.141196,0.965104,0.0157771,2.1,269.606,0.10948,1319.68,0.126087,1340,1308,1366,2.15672,0.282503,0.974792,0.012007,2.12,0.45082319,0.906163304,2
715,0,130928,437794,6952,164704,17.83314154,1.658065378,10.28,0.042209054,0.374298737,0.936968488,0,1,2.123338946,0.000974176,1.220995113,0.000287687,0.008774453,2.200205389,0,0.384210462,0.641344473,0.03,0.000974176,1.823795026,4.25E-05,0.009732611,5.17113282,0.37746374,0.28909238,0,0.90625,4.102512871,0.000760724,2.197048293,1.82E-05,0.009052603,4.442805681,0.662157568,0.000675802,0.831574076,4.25E-05,0.004480765,0.27,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,29.5915493,0.025728475,28,31,1.101241704,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.624620939,0.469847538,1.54E-05,0.999875891,0.983243025,0.207951161,0.904505291,0.375087805,0.66818703,0.03909394,1.879291278,0,0.288874465,0.162520209,4.50E-08,0.033672916,5.90E-06,0.000628059,3.26,107.636,2.09724,2015,0.332097,2208,2167,2259,3.09755,0.711666,0.975868,0.0214876,2.29,358,0.244347,2221.9,0.0181933,2223,2172,2268,2.47249,0.683602,0.983482,0.00414605,2.3,0.347900428,0.828002313,2
716,0,620037,2098249,20526,769676,29.2073955,1.726145807,189.08,0.026668364,0.381441468,0.947184721,0,1,2.117026216,0.00044262,1.433604564,9.74E-05,0.004920589,2.353277893,0,0.37873209,0.637717689,0.2,0.00044262,2.177535928,9.10E-06,0.005740078,5.696960939,0.421161887,0.320131279,0,0.942307692,4.13268666,0.000368884,2.515709052,3.90E-06,0.005497118,4.929470363,0.656964749,0.000230349,0.93409589,9.10E-06,0.002276282,2.21,-1,0,-1,0,-512,-1,0,-1,0,0,26.96,50,0,50,50,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.720248194,0.455537772,0,0.999994028,0.995270614,0.07221271,0.976621539,0.519466635,0.899647279,0.141900146,1.293379315,0,0.5,0.450835619,8.94E-05,0.313736141,0.001268929,0.018448559,16.91,1302,1.31646,3321,1.41421,3321,0,0,9.56867,0.926474,1.00313,0.0313934,3.58,1344.67,0.510309,4475.67,0.86603,6701,0,6701,6.27818,1.20189,1.00014,0.0188553,3.6,0.303823089,0.526724182,2.26
717,0,361125,1254773,43082,600262,7.382271018,1.090375536,16.1,0.071771993,0.33732696,0.921459811,0,1,1.995729678,0.000103791,1.002315825,4.64E-05,0.001323058,1.983876038,0,0.401028218,0.58127451,0.19,0.000103791,4.127398031,1.17E-05,0.007863233,4.147303686,0.249015383,0.248953816,0,0.948717949,3.798619623,6.81E-05,5.688238012,5.00E-06,0.007698305,3.174417516,0.651388894,0.000116316,2.325382389,1.33E-05,0.00521439,5.13,-1,0,-1,0,-512,-1,0,-1,0,0,20.38,20.375,0.023760634,20,21,0.661563238,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.596224885,0.512188793,0,0.999999105,0.968497273,0.141322233,0.878510383,0.337945531,0.638580084,0.168448546,0.77892928,0,0.5,0.339811624,0.00281162,0.276437731,0.039560573,0.166766757,3.97,6609,0,0,0,0,0,0,5.70958,0,1.09902,0,2.74,4513,0,0,0,0,0,0,5.63396,0,1.05805,0,2.72,0.276014872,0.469117974,2.08
718,1,633392,2141556,20926,784104,29.26818312,1.731214227,211.49,0.026687786,0.382326507,0.944851893,0,1,2.119316439,0.000435198,1.432099128,9.56E-05,0.004826532,2.356610997,0,0.377270107,0.636789252,0.22,0.000435198,2.176669384,8.93E-06,0.005634457,5.698590125,0.420742956,0.319713771,0,0.942307692,4.132070742,0.000362654,2.514977634,3.83E-06,0.005395968,4.927892199,0.656037975,0.000226286,0.930439957,8.93E-06,0.002234397,2.38,-1,0,-1,0,-512,-1,0,-1,0,0,20.07,51,0,51,51,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.720253921,0.455059215,0,0.999994012,0.9952152,0.072520369,0.97620351,0.520637683,0.899499534,0.141924891,1.294042954,0,0.5,0.451050797,9.12E-05,0.313958665,0.001280241,0.018434161,17.81,2166.5,1.25755,3451,1.41421,3451,0,0,12.3541,0.844867,1.01223,0.0420681,3.64,1104.33,0.151784,6755,0.0105886,6765,6679,6765,4.26952,1.09205,0.989979,0.00197294,3.71,0.308568288,0.450715764,2.09
